avg_sale_price,color,highest_bid,lowest_ask,number_of_sales,price_premium,product_title,release_date,retail_price,style,volatility
156, White/Black-Royal Tint-Racer Pink ,131,120,125,-13.9,Nike Air Max 95 Country Pack Korea, 03/28/2020 ,180, CW2359-100 ,14.7
133, Laser Crimson/Laser Orange ,150,103,159,-21.8,Nike Air Max 270 React Eng Laser Crimson Laser Orange, 01/30/2020 ,170, CD0113-600 ,13.2
153, Summit White/Ashen Slate-Summit White-Electric Green ,130,115,159,,Nike Air Zoom Type Summit White, 06/05/2020 ,, CJ2033-100 ,16.9
122, White/Opti Yellow-Digital Pink-Blue Fury ,110,125,177,-0.8,Nike Kyrie 6 90s, 06/12/2020 ,130, BQ4630-101 ,16.9
99, Black/White-Game Royal-University Gold ,115,65,193,15.8,Nike Zoom Freak 1 Employee of the Month, 02/14/2020 ,120, CD4962-001/CD4972-001 ,9.7
87, Black/Dynamic Yellow-Aurora Green ,92,69,207,-30.8,Nike React Presto Octopus, 07/20/2019 ,120, CK0847-001 ,7.4
112, Summit White/Ghost Aqua-Phantom-Coral Stardust-Imperial Blue-Light Bone ,146,87,213,-34.7,Nike Air Max 270 React American Modern (W), 08/01/2019 ,150, AT6174-100 ,3.6
120, Wolf Grey/Wolf Grey-Wolf Grey ,101,105,218,-11.7,Nike Air Max 90 Recraft Wolf Grey,,120, CN8490-001 ,9.4
94, Black/Black/Black ,84,69,220,-53.1,Nike Air Max 720 Triple Black (GS),,160, AQ3196-006 ,6.9
85, Black/White/White/White ,88,79,251,4.7,Nike SB Zoom Blazer Mid Black White, 01/01/2019 ,85, 864349-002 ,5.6
126, White/Dynamic Yellow-Hyper Turquoise ,165,127,274,-36.8,Nike Air Vapormax 3 White Dynamic Yellow, 04/01/2019 ,190, AJ6900-103 ,7.2
125, Desert Sand/Vivid Purple-Green Abyss-Desert Sand ,145,100,317,-31.6,Nike Air VaporMax Flyknit 3 Desert Sand Vivid Purple (W), 01/01/2019 ,190, AJ6910-007 ,10.7
212, White/Black-Multi-Color ,301,160,1399,58.1,Nike Air Max 1 Tokyo Maze, 04/13/2019 ,150, CI1505-001 ,16.7
183, White/Multi-Color ,225,166,1497,87.1,Nike SB Blazer Low Parra, 07/27/2019 ,85, CN4507-100 ,14.4
110, Habanero Red/Sail-White ,150,87,1498,-6,Nike Blazer Mid 77 Habanero Red, 01/19/2019 ,100, BQ6806-600 ,17.3
115, Lucid Green/Game Royal ,173,109,1726,-7.1,Nike Air Max 90 Viotech, 07/25/2019 ,140, CD0917-300 ,18.2
136, Black/Anthracite-Zinnia-Pink Tint-White ,115,104,1847,-22.1,Nike Air Force 1 Type Black, 07/26/2019 ,140, CI0054-001 ,22.9
144, White/Blue-Black ,250,185,1892,117.5,Nike SB Dunk Low Truck It, 01/03/2020 ,114, CT6688-200 ,11
146, Sequoia/Black-Team Orange ,230,190,2134,-15.2,Nike Air Foamposite Pro Sequoia, 08/16/2018 ,230, 624041-304 ,7.6
195, White/University Red ,171,108,2233,-8.8,Nike LeBron 17 Low Tune Squad, 02/28/2020 ,170, CD5007-100/CD5006-100 ,14
208, Black/Multi-Color ,275,215,4320,91.5,Nike Air Max 1 Chinatown New York (2020), 01/25/2020 ,130, CU6645-001 ,17
180, Black/Black-Atomic Pink ,165,166,13,,Nike Kyrie S2 Hybrid What The,,, CT1971-001 ,11.1
168, White/Blue Fury/Black/Glacier Blue ,140,145,17,202.9,Nike Air Force 1 '07 LV8 Blue Worldwide,,110, CK6924-100 ,16.7
108, Pink Foam/White-Pink Foam ,100,78,31,-27.3,Nike Air Force 1 Shadow Pink Foam (W), 07/01/2020 ,110, CV3020-600 ,13.2
89, Black/Atmosphere Grey-White-Pink Blast ,71,69,58,-62.2,Nike Zoom Pegasus Turbo 2 Black/Atmosphere,,180, AT2863-007 ,18.6
599, Gold/Atlantic Blue ,950,1000,69,900,Nike SB Dunk Low Newcastle Brown Ale, 06/01/2008 ,90, 313170-741 ,19.8
142, Summit White/Glacier Blue-Fossil-Ghost ,122,137,78,23.6,Nike Air Force 1 Shadow White Glacier Blue Ghost (W),,110, CI0919-106 ,8.7
150, White/Black-University Red ,143,158,78,-2.8,Nike Air Foamposite Pro White Black University Red (GS), 03/05/2020 ,180, 644792-103 ,8.6
106, White/Voltage Purple/White ,100,98,82,7.8,Nike Air Force 1 '07 Voltage Purple,,90, CJ1380-100 ,21.5
105, White/Varsity Red-Sport Royal ,100,97,140,,Nike Air Force 1 Low USA (2020), 06/16/2020 ,100, CZ9164-100 ,18.5
151, Black/Black-White ,162,147,171,39.9,Nike Air Barrage Mid Black, 11/01/2019 ,140, AT7847-002 ,13.8
176, Fossil/Black-Hyper Pink-Hyper Crimson-Pistachio Frost ,180,160,173,-8.5,Nike Air VaporMax Flyknit 3 Fossil Pistachio Frost (W), 03/12/2020 ,200, AJ6910-201 ,6.6
84, White/Red Orbit-Psychic Purple-Black ,90,90,175,-9.1,Nike Air Max 90 Raptors, 06/01/2019 ,110, AJ1285-106 ,11.9
180, White/Metallic Silver-University Blue ,220,138,192,6.4,Nike Air Zoom Spiridon Cage 2 White University Blue (W), 05/08/2020 ,140, CD3613-100 ,37.7
148, Black/Black-Black ,155,180,226,-4.2,Nike Air Presto Essential Triple Black, 12/23/2015 ,120, 848187-011 ,29.5
108, Racer Blue/Black-Dynamic Yellow-White ,120,89,273,-38.1,Nike Air Max 98 Entourage, 09/16/2019 ,160, 640744-400 ,11.3
140, White/Black-Aurora ,165,131,277,26.7,Nike Air Force 1 Shadow White Black Aurora (W), 04/01/2020 ,110, CZ7929-100 ,14.1
169, Black/Anthracite ,230,165,288,-26.7,Nike Air VaporMax 360 Black,,225, CK2718-001 ,9.9
91, White/Night Maroon-Black-Atomic Violet-Teal Nebula ,99,82,314,-24.2,Nike React Presto Cassette,,120, AV2605-101 ,5.9
161, White/Multi-Color-Pistachio Frost-Black ,160,149,339,-19.4,Nike Air Max 97 Vintage Mosaic, 02/03/2020 ,180, CU4731-100 ,20.6
144, Fossil/Wheat-Shimmer-Fossil ,125,135,362,33.6,Nike Air Force 1 Low Fossil, 12/19/2019 ,110, CK4363-200 ,10.1
138, Black/Hyper Crimson-Wolf Grey-White ,125,122,369,-11.4,Nike Air Force 1 Type Black Hyper Crimson, 12/14/2019 ,140, CQ2344-001 ,19.8
160, White/Voltage Purple-Dynamic Yellow ,131,125,397,-29.4,Nike LeBron 17 Low Lakers, 05/14/2020 ,170, CD5007-102/CD5006-102 ,10.8
97, Black/Metallic Silver-Lapis ,60,66,407,-52.5,Nike Shox BB4 Black Silver Lapis, 09/20/2019 ,160, AT7843-001 ,10.7
87, White/Photo Blue-Black ,80,70,436,-49.3,Nike Air Max Uptempo 95 White Photo Blue Black, 09/10/2019 ,150, CK0892-103 ,28
118, Varsity Maize/Pine Green-White ,110,105,450,91.7,Nike Dunk Low Brazil 2020 (TD), 05/21/2020 ,60, CW7375-700 ,7.9
145, Light Smoke Grey/Metallic Silver ,180,125,475,28.6,Nike Air Zoom Spiridon Cage 2 Metallic Silver, 04/13/2020 ,140, CJ1288-001 ,20.8
133, Challenge Red/White-Black-Metallic Gold ,125,117,501,-17.6,Nike Air Max 97 Olympic Rings Pack Red, 01/07/2020 ,170, CI3708-600 ,7.2
166, Light Aqua/Black-White ,200,141,554,63,Nike Air More Uptempo Light Aqua, 09/06/2019 ,160, CN8118-400 ,14.1
64, White/Varsity Royal-Varsity Red ,70,54,579,-18.7,Nike Cortez Basic Forrest Gump (2019), 01/01/2019 ,75, 819719-103 ,8.8
102, Electric Green/Black-Vapor Green-Phantom ,88,75,646,-50.6,Nike Zoom Fly 3 Electric Green, 07/11/2019 ,160, AT8240-300 ,27.1
109, Black/White-Bleached Coral-Metallic Gold ,108,120,647,-30,Nike Air Max 270 React Black White Bleached Coral (W), 09/06/2019 ,160, AT6174-005 ,12
134, Black/Multi-Color ,180,123,344,,Nike Air Max 97 Tie Dye Black,,, CK0841-001 ,16.7
86, Off Noir/Atmosphere Grey-Hyper Blue ,91,81,391,-11.8,Nike Air Max 1 Safari Reflective Black, 11/15/2018 ,120, BQ6521-001 ,13.6
132, White/Sail/Black ,161,126,406,-12.7,Nike Air Force One Low Gore-Tex White Sail Black, 01/11/2019 ,150, CK2630-002 ,10.1
125, Black/White-Black ,120,99,425,-9.1,Nike Air Force 1 Low Sketch Black,,110, CW7581-001 ,21.8
150, White/White-Black-Cool Grey ,170,140,468,-1.3,Nike Air Max Plus White, 01/01/2019 ,150, 604133-139 ,10.8
103, White/Particle Grey-Light Smoke Grey-Rose ,100,98,474,-20,Nike Air Max 90 Recraft Rose (W), 02/01/2020 ,120, CD0490-102 ,31.5
190, Metallic Rose Gold/Metallic Rose Gold-White ,125,125,514,11.1,Nike Air Max 90 Metallic Rose Gold 2020 (W), 03/26/2020 ,180, CQ6639-600 ,15
48, White/White ,60,40,536,-35.4,Nike Roshe One White/White, 05/27/2016 ,75, 511881-112 ,9.2
134, Phantom/Black-Light Blue-University Red-Dynamic Yellow-Pistachio Frost ,140,120,538,-20,Nike Air Max 270 React Bauhaus (W), 07/03/2019 ,150, AT6174-002 ,13.2
136, White/Multi-Color-Hyper Grape-Volt ,178,100,550,-40.5,Nike LeBron 16 Buzz Lightyear, 02/28/2019 ,185, AO2588-102 ,19.6
84, White/University Red-Black ,105,69,572,-22.5,Nike Air Max Uptempo 95 White Red Black,,160, CK0892-101 ,12.6
116, White/Neutral Grey-Sport Royal ,120,79,583,15.3,Nike Air Huarache Run DNA CH.1 Air Max 1 Purple Punch, 03/13/2020 ,110, AR3863-101 ,10.6
120, White/Volt-Black-Bright Crimson ,126,105,594,-20.3,Nike Air Max Plus Retro Future, 04/11/2019 ,160, AJ2013-100 ,20.2
126, White/Game Royal-White ,133,113,607,53,Nike Air Force 1 Low Sketch White Royal,,100, CW7581-100 ,9.8
76, Black/White-Light Smoke Grey ,81,51,639,-36.4,Nike PG 4 Black Light Smoke Grey, 01/24/2020 ,110, CD5082-001/CD5079-001 ,23.6
119, Black/Oil Grey-Vast Grey-Metallic Silver ,130,96,641,-21.9,Nike Air Max 98 Black Oil Grey, 07/22/2019 ,160, 640744-013 ,10.6
107, Black/Black-Glow ,105,90,648,-45,Nike LeBron 16 Glow, 05/17/2019 ,200, CD2451-001 ,9
194, Black/Pimento-Bright Ceramic-Resin ,230,120,707,10.1,Nike Air Max Plus OG Pimento (2018), 11/24/2018 ,160, BQ4629-001 ,25.2
178, Grey/Yellow-White ,235,150,754,-25,Nike Air VaporMax Plus Paris Works in Progress, 04/13/2019 ,240, CI1506-001 ,14.3
153, White/Black-Royal Blue ,152,70,785,-8.5,"Nike Air Max 1 DNA CH.1 Pack ""Huarache"" Green Royal", 01/22/2020 ,130, AR3863-100 ,22.6
97, University Red/Black-White ,90,60,849,-41.3,Nike KD 12 University Red, 05/01/2019 ,150, AR4229-600/AR4230-600 ,22.2
374, True White/True White-Obsidian-Comet Red ,364,270,871,114.3,Nike Air Force 1 Low Retro Puerto Rico (2020), 06/01/2020 ,140, CJ1386-100 ,8.5
184, Light Blue/Pink/Brown-Sand ,264,136,925,8.6,Nike Air Max 97 Corduroy Light Blue, 11/30/2019 ,190, CQ7512-462 ,14.3
92, White/White ,130,92,976,67.4,Nike Air Force 1 Mid White '07, 01/01/2016 ,95, 315123-111 ,16.3
90, Black/White ,76,76,174,-15.6,Nike Air Force 1 '07 Black,,90, CJ0952-001 ,10.6
103, Team Orange/Chile Red-Black ,100,85,409,-3,Nike Kyrie Low 2 Sunset, 11/01/2019 ,110, AV6337-800 ,21.3
152, Summit White/Summit White-Bleached Coral-Desert Sand-White ,138,148,422,-3.1,Nike Air Max 97 Summit White Bleached Coral (W), 07/24/2019 ,160, 921733-104 ,11.9
134, University Red/University Red-University Red ,113,131,442,-23.3,Nike Air Max 270 Triple Red, 12/01/2019 ,150, CV7544-600 ,26.3
93, University Red/Night Maroon-Team Red ,180,79,447,-52.8,Nike Air Max 720 Team Red, 07/10/2019 ,180, AO2924-601 ,3.8
302, Black/White ,265,169,468,-42.3,Nike Dunk Low Comme des Garcons Black (W), 05/14/2020 ,260, CZ2675-002 ,29.9
78, Smoke Grey/Volt-Black-Smoke Grey ,70,57,475,21.3,Nike Air Max 90 Slide Smoke Grey Volt Black, 12/24/2019 ,75, BQ4635-001 ,16.5
91, Summit White/Summit White-Bleached Coral-Desert Sand-White ,90,93,513,-33.3,Nike Air Max 270 React American Modern Summit White, 08/01/2019 ,150, AO4971-100 ,17.5
137, White/White-Black-Total Orange ,165,160,515,-55.3,Nike Air VaporMax 2 Safari, 12/23/2018 ,190, 942842-106 ,46.1
358, Black/Cool Grey-Black ,401,283,554,99.9,Nike Air Zoom Spiridon Cage 2 Stussy Black, 05/15/2020 ,160, CQ5486-001 ,7.7
91, White/Black-Bright Violet-Dynamic Yellow ,125,74,563,-48,Nike Air Max 270 React Geometric Art, 08/16/2019 ,150, AO4971-101 ,26.4
192, Black/Hot Lava-White-Granite ,202,140,593,33.8,Nike Air Tech Challenge 2 Black Lava (2020), 03/06/2020 ,130, CQ0936-001 ,22.5
153, Black/Smoke Grey-University Red-Speed Yellow ,180,132,635,-5,Nike Air Max 90 City Pack NYC (2020), 02/10/2020 ,140, CW1408-001 ,14.7
113, White/Particle Grey-Black-Turquoise ,173,90,641,-22.1,Nike Air Max 90 Recraft Turquoise, 02/28/2020 ,140, CD0881-100 ,6.7
86, Black/Bright Violet-Pink Blast-White ,130,74,652,-32.7,Nike Air Max 90 Black Bright Violet White, 07/15/2019 ,110, AJ1285-024 ,15.4
101, Black/Metallic Gold/Black ,130,81,668,-9.1,Nike Air Force 1 Black Metallic Gold Removable Swoosh Pack, 06/14/2019 ,110, CT2252-001 ,10.1
183, Black/Wolf Grey-Cool Grey-Volt ,177,155,175,3.4,Nike Air Max 95 Retro Logo Black Grey Volt, 01/27/2020 ,170, CV1635-002 ,8.6
97, Black/Hyper Royal-Cool Grey-Blue Hero ,89,85,195,-40.7,Nike Air Max 270 React Just Do It Black, 11/28/2019 ,150, CT2203-001 ,16.6
125, Track Red/Track Red ,120,95,215,-32.1,Nike Air Zoom Spiridon Cage 2 Track Red, 04/13/2020 ,140, CJ1288-600 ,14.1
72, White/Black-Pure Platinum ,90,66,238,-36.4,Nike PG 4 White Black, 03/16/2020 ,110, CD5079-100/CD5082-100 ,17.4
117, Platinum Tint/Electric Green-Bright Crimson-Black ,80,85,238,-47.5,Nike Air Max 98 Highlighter, 10/01/2019 ,160, 640744-015 ,11.9
125, Canyon Gold Terra Orange Fir Metallic Silver ,110,108,240,-26.8,Nike Air VaporMax 2019 Canyon Gold,,190, AR6631-700 ,7.5
150, Ghost Aqua/Summit White-Black ,150,140,242,-28.9,Nike Air VaporMax 2019 Ghost Aqua (W), 01/01/2019 ,190, AR6632-403 ,9.8
173, Metallic Silver/Metallic Dark Grey/Black/Max Orange ,126,149,244,-31.6,Nike Air VaporMax 360 Metallic Silver,,225, CK2718-004 ,14.8
111, Summit White/Summit White-Laser Fuchsia-Pink Rise ,100,100,245,-47.4,Nike Air VaporMax 2019 Summit White Pink Rise (W), 04/11/2019 ,190, AR6632-105 ,18.9
117, Obsidian/Black-Off Noir-White ,96,95,330,-38.8,Nike Air Force 1 Low Gore-tex Obsidian, 12/01/2019 ,150, CK2630-400 ,15.5
156, Blue Fury/Flash Crimson-Racer Blue-Black-Metallic Silver ,202,124,341,15.3,Nike Air VaporMax Flyknit 3 Blue Fury, 03/09/2019 ,190, AJ6900-401 ,13.9
158, Multi-Color/White ,143,118,358,7.5,Nike Air Max 1 Pastel Multi (W), 02/03/2020 ,120, CU4761-500 ,26.3
135, Photo Blue/White-Black-Metallic Gold ,160,119,376,-20.6,Nike Air Max 97 Olympic Rings Pack Blue, 01/07/2020 ,170, CI3708-400 ,15.6
104, White/Rose-Black-Particle Grey ,140,81,379,-9.2,Nike Air Max 90 Recraft Rose, 02/06/2020 ,120, CD0881-101 ,14.7
88, Black/White-Wolf Grey-Gum ,115,89,419,38.9,Nike Air Force 1 '07 Black White Gum, 09/27/2019 ,90, CI0057-002 ,12.7
92, White/Sail ,90,68,448,-10,Nike Blazer Mid 77 Vintage Snakeskin Swoosh, 10/26/2019 ,100, CI1176-101 ,11.3
126, Black/University Red-Dark Grey ,130,105,509,-38.2,Nike LeBron 17 Low Black Red Dark Grey, 03/15/2020 ,170, CD5007-001 ,11.6
51, Black/Metallic Pewter-Cool Grey-Anthracite ,46,41,516,-54.4,Nike Zoom Gravity Black, 07/29/2019 ,90, BQ3202-004 ,18.1
191, Black/Volt-Medium Ash-Dark Pewter-Dust-Granite ,267,169,519,-25.3,Nike Air VaporMax 95 Neon, 08/16/2018 ,190, AJ7292-001 ,21.9
101, Wolf Grey/Sapphire-Dusty Peach ,110,73,574,-34.4,Nike React Runner ISPA Wolf Grey Dusty Peach, 06/06/2019 ,160, CT2692-001 ,26.1
115, Particle Beige/Particle Beige-Phantom ,81,89,592,-2,Nike Air Force 1 Sage Low Particle Beige (W), 10/05/2018 ,100, AR5339-201 ,6
107, White/Black/Gum ,125,94,595,,Nike Air Max 1 SE White Black Gum, 08/15/2019 ,130, CQ9965-100 ,16.3
200, White/University Red/Psychic Blue ,300,220,677,45.8,Nike Air VaporMax Plus University Red, 02/24/2020 ,190, CW6974-100 ,6.7
134, White/Sail-Teal ,100,130,742,-47.2,Nike Joyride Run Flyknit White Sail, 08/15/2019 ,180, AQ2730-100 ,22.9
125, Wolf Grey/University Red-Anthracite-Hyper Crimson ,210,114,747,13.3,Nike Air Max 270 React Just Do It Grey, 11/28/2019 ,150, CT2203-002 ,8.3
169, Summit White/Black-White ,400,135,769,-31.4,Nike Air Max 720 ISPA White Black, 09/07/2019 ,210, CD2182-100 ,7.7
126, Atomic Violet/Bicycle Yellow-Half Blue ,175,102,776,-5.4,Nike LeBron 16 Lakers Championships, 05/18/2019 ,185, CK4765-500 ,23.1
194, Off Noir/Clear ,175,158,864,-13.5,Nike Kobe AD NXT FF Off Noir Clear, 08/24/2019 ,200, CD0458-090 ,9.8
90, Cool Grey/Hyper Grape-Wolf Grey ,141,72,984,-40,Nike Daybreak Cool Grey Hyper Grape, 06/22/2019 ,100, BV7725-001 ,42.1
158, Midnight Navy/Midnight Navy-Gum Light Brown-White ,235,169,1038,-34.8,Nike Air Foamposite One Navy Gum, 01/19/2019 ,230, 314996-405 ,23
188, Black/Gold-Crimson-Black ,250,218,1055,10,Nike Air VaporMax Flyknit 3 Black Snakeskin, 10/28/2019 ,190, AJ6900-023 ,12.4
122, White/Black-Pink Quartz-Galactic Jade ,200,134,1078,30,Nike Air Force 1 Low Peach Pack Pink Quartz, 01/01/2020 ,100, CU6649-100 ,11.4
92, White Pure Platinum ,100,91,1157,-17.9,Nike React Element 55 SE White,,130, BQ6167-101 ,19.3
168, White/White-University Gold-Wolf Grey ,185,161,1215,-19.5,Nike Air VaporMax 2019 White University Gold Wolf Grey, 06/13/2019 ,200, CI1240-102 ,12.3
90, Particle Beige/Sail-Black ,84,75,1262,-44.7,Nike Air Fear Of God Moccasin Particle Beige, 07/20/2019 ,170, AT8086-200 ,13.7
130, Vast Grey/Electro Green-Blue Hero-White ,140,82,1484,-18.5,Nike Air Max 98 La Mezcla, 04/13/2019 ,200, CI1502-001 ,12.7
142, Black/Black/Light Carbon/Bright Ceramic ,171,119,1979,27.6,Nike Air Force One Low Gore-Tex Black Light Carbon, 11/01/2019 ,150, CK2630-001 ,10.4
109, Black/Black-Anthracite ,107,105,2002,-41.7,Nike Air Max 720 Black Mesh, 04/01/2019 ,180, AO2924-007 ,15.7
255, Pure Platinum/Black-White ,489,275,2155,71.3,Nike Air Zoom Spiridon Cage 2 Stussy Pure Platinum, 04/03/2020 ,160, CU1854-001 ,15.6
148, Obsidian/Obsidian-Obsidian-Obsidian ,275,165,2485,-24.3,Nike Air Foamposite One Obsidian Glitter (W), 12/14/2018 ,230, AA3963-400 ,12.2
301, Aurora Green/Hyper Crimson-Black ,300,239,713,19.6,Nike Zoom VaporFly Next% Ekiden, 01/02/2020 ,240, CD4553-300 ,13.6
293, Valerian Blue/Black-Vapour Green ,278,277,731,8,Nike ZoomX VaporFly Next% Valerian Blue, 04/09/2020 ,250, AO4568-400 ,8.4
151, Multi-Color/Multi-Color ,135,135,781,11.9,Nike KD 12 Don C, 02/15/2020 ,160, CD4982-900/CD4979-900 ,13.6
115, Black/Light Bone-Hot Punch-White ,122,124,811,-13.3,Nike Air Max 270 Light Bone Hot Punch, 03/02/2018 ,150, AH8050-003 ,15.6
136, Light Cream/Starfish-Dark Hazel Style ,140,123,861,33.7,Nike Air Max 270 React Travis Scott Cactus Trails (TD), 05/29/2020 ,95, CV2413-200 ,8.1
149, White/Black-White ,115,130,876,-9.3,Nike Air Max 270 White Black (W), 03/02/2018 ,150, AH6789-100 ,2.1
108, Dark Smoke Grey/Track Red-Dark Smoke Grey ,92,89,1210,-23.8,Nike Air Force 1 Low BHM (2020), 02/19/2020 ,130, CT5534-001 ,15.9
128, Black/Pearl White-Sail ,140,75,1355,16.7,Nike Air Skylon 2 Fear of God Black Sail, 12/27/2018 ,150, BQ2752-001 ,7.9
141, Bright Citron/Black-Summit White ,225,130,1959,-11.9,Nike Daybreak Undercover Bright Citron, 08/01/2019 ,160, BV4594-700 ,25.3
176, Desert Ore/Light Bone-Summit White ,200,110,2341,-32.5,Nike Air Max 720 OBJ Odell Beckham Jr Desert Ore, 09/08/2019 ,200, CK2531-200 ,17.1
369, White/Black-Legend Blue ,375,245,2529,171.9,Nike Blazer Mid sacai White Black Legend Blue, 05/30/2019 ,140, BV0072-001 ,8.6
201, Pale Ivory/Celestial Gold ,285,295,2708,190.9,Nike Air Force 1 Shadow Pale Ivory (W), 10/03/2019 ,110, CI0919-101 ,12
168, Black/White-White-Black ,235,160,4994,72.7,Nike Air Force 1 Low Colin Kaepernick, 12/23/2019 ,110, CQ0493-001 ,18
117, Black/University Blue-Laser Orange-White ,98,103,64,-48.9,Nike Zoom Pegasus Turbo 2 Black,,180, AT2863-009 ,17.2
200, White/Black-Metallic Silver-Dusty Cactus ,200,180,66,,Nike Air Max 270 Golf White Dusty Cactus,,, CK6483-100 ,21
110, Bright Crimson/Gym Red-Cedar-Mahogany ,76,93,66,-53.9,Nike Zoom Pegasus Turbo 2 Bright Crimson,,180, AT2863-600 ,10.1
127, White/Midnight Turquoise ,115,107,80,-11.7,Nike Air Force 1 Low Pony Hair Snakeskin Midnight Turquoise, 05/08/2020 ,120, CW7567-100 ,6.8
129, White/Barely Rose-Crimson Tint-Platinum Tint ,115,116,88,57.7,Nike Air Max 90 White Barely Rose (W),,120, CT1030-101 ,13.2
97, Black/Digital Pink-Ghost Green ,175,93,90,44,Nike ACG Air Deschutz Black Electric Green, 05/14/2020 ,75, CT2890-004 ,7.9
104, Summit White/Black-Summit White ,100,98,117,12.4,Nike SB Nyjah Free 2 Summit White Black, 06/26/2020 ,105, BV2078-100 ,10.7
126, White/Black-Atmosphere Grey ,101,100,147,-28.1,Nike Zoom Fly 3 White Black, 07/11/2019 ,160, AT8240-100 ,7.3
88, Teal Tint Teal Tint Teal Tint ,75,68,171,-59.3,Nike Epic React Flyknit 2 Teal Tint,,150, BQ8928-300 ,11.7
181, Navy/Aqua-Brown-Yellow ,150,139,171,35.4,Nike Air Trainer SC High LA Rams,,130, CW6023-400 ,12.6
96, Black/Black-Black ,100,95,173,-17.5,Nike Air Presto Triple Black, 12/21/2015 ,120, 305919-009 ,13.9
413, Black/White ,621,424,779,153.6,Nike Air Force 1 Low Supreme x Comme des Garcons (2018), 11/08/2018 ,165, AR7623-001 ,19.7
168, Black/Off Noir-Green Strike-Pink Blast ,253,152,164,-33.3,Nike Air VaporMax 360 Black Green Strike Pink Blast, 01/01/2020 ,225, CK2718-003 ,18.9
62, Dark Grey/Dark Grey-Gum Light Brown ,46,44,168,-50,Nike Court Borough Mid Winter Dark Grey, 01/01/2018 ,90, AA0547-001 ,23.1
143, Bright Citron/Black ,100,97,181,-31.5,Nike Air Max 720 Undercover Bright Citron, 11/30/2019 ,200, CN2408-700 ,15.8
102, White/White-Metallic Platinum-Pure Platinum ,90,87,194,-38.9,Nike Air Max 720 White Platinum (W), 05/01/2019 ,180, AR9293-101 ,16.8
96, Platinum Tint/Platinum Tint ,82,88,195,-28.7,Nike Shox R4 Neymar White, 05/30/2019 ,150, BV1387-002 ,20.1
139, Black/Thunder Grey ,120,120,213,-28.1,Nike Zoom Pegasus 36 Trail Gore-tex Black, 10/10/2019 ,160, BV7762-001 ,14.6
190, Sail/New Green-Forest Green ,180,145,233,-16.7,Nike Air Max 95 Era Safari, 06/01/2020 ,180, CZ9723-100 ,5.7
114, Crimson Tint/Plum Chalk-Blue Void-Crimson Tint ,110,102,243,-33.1,Nike Air Max 97 Plum Chalk (W), 01/01/2019 ,160, 921733-802 ,12.9
217, Bright Crimson/Ice Blue-Total Crimson ,194,120,248,,Nike Zoom VaporFly 4% Flyknit Bright Crimson, 10/04/2018 ,250, AJ3857-600 ,17.3
135, Black/Cool Grey-Vapor Green-Racer Blue ,124,101,254,42.3,Nike Air Force 1 Low Future Swoosh Pack, 12/20/2019 ,100, CT1621-001 ,20.3
81, Barely Rose/Fossil Stone/Light Armory Blue/Summit White ,82,68,264,-6.7,Air Max 200 Barely Rose (W),,120, CI3867-600 ,11.7
128, Black/Sapphire-Obsidian ,125,120,276,-25,Nike Air Max 270 React Eng Black Sapphire, 01/16/2020 ,160, CD0113-001 ,8
74, White/Blue Fury-Canyon Gold ,75,62,292,-61.2,Nike Air Max Uptempo 95 Blue Fury, 04/25/2019 ,160, CK0892-100 ,17.6
133, Lucky Green/Metallic Gold-White-Black ,135,121,292,-5.9,Nike Air Max 97 Lucky Green, 01/07/2020 ,170, CI3708-300 ,13.9
132, Black/Clear Emerald-Cool Grey-Dark Grey ,150,135,298,-18.4,Nike Air VaporMax Plus Black Clear Emerald, 10/01/2018 ,190, 924453-013 ,29.2
100, Black/Black-White ,100,90,809,-15,Nike React Presto Black White, 06/12/2019 ,120, AV2605-003 ,14.2
490, White/Multi-Color ,1000,464,842,276.7,Nike Air Max 1 Parra (2018), 07/21/2018 ,150, AT3057-100 ,9
75, White/University Red ,95,61,857,-25.9,Nike React Element 55 White Red, 02/15/2019 ,130, BQ6167-102 ,15.2
141, University Red/White ,180,169,989,81.8,Nike Air Max 90 Triple Red, 01/01/2018 ,110, AJ1285-602 ,16.3
205, White/White-Metallic Gold ,230,135,1031,-3.5,Nike LeBron 7 China Moon (2020), 01/02/2019 ,200, CU5646-100 ,41.8
110, White/Barely Volt-Hyper Blue ,112,93,1065,-2.7,Nike Air Force 1 Low Easter (W) (2020), 04/03/2020 ,110, CW0367-100 ,11.2
81, Varsity Red/Vrsty Red-Vrsty Rd ,90,82,1099,-20,Nike Air Huarache Triple Red, 11/21/2015 ,110, 318429-660 ,41.3
151, Cargo Khaki/Cargo Khaki-University Red ,226,114,1173,-25.6,Nike Air Max 90 Camo Croc, 11/21/2019 ,160, CU0675-300 ,23.1
171, White/Black-Dynamic Yellow ,205,160,1348,-12.5,Nike Air Presto Mid Acronym Dynamic Yellow, 09/20/2018 ,200, AH7832-100 ,13
121, Black/Anthracite-White-Solar Red ,130,107,1360,-26.7,Nike Air Max 270 Black White, 03/02/2018 ,150, AH8050-002 ,11.9
183, White/Multi-Color ,225,166,1485,87.1,Nike SB Blazer Low Parra, 07/27/2019 ,85, CN4507-100 ,14.4
123, White/Multi Color-Black-Wolf Grey ,180,120,1663,14.6,Nike Air Max 90 Be True (2019), 06/15/2019 ,130, CJ5482-100 ,9.5
