avg_sale_price,color,highest_bid,lowest_ask,number_of_sales,price_premium,product_title,release_date,retail_price,style,volatility
3725, Cherrywood Red/TC Blue-Del Sol ,3500,4500,3,,"Nike Air Max 1 Parra Patta ""Cherrywood""", 03/13/2010 ,, 394805-600 ,1.9
15667, Yellow Ochre/Terra Brown ,17005,35000,3,,Nike Dunk SB Low Yellow Lobster, 07/27/2009 ,, 313170-137566 ,3.8
3515, White/Varsity Red ,4101,29999,4,6033.3,Nike Dunk High Pro SB Supreme Red Stars, 08/08/2003 ,75, 307385-161 ,17.4
667, Black/Neon Yellow-Metallic Silver ,720,900,4,500,Nike Air Max 1 112 Pack, 07/12/2008 ,100, 330159-071 ,9.6
3535, Black/Black ,3500,3980,5,1708,Nike Air Yeezy 1 Blink, 04/04/2009 ,250, 366164-003 ,19.1
449, Harbor Blue/Black-Varsity Royal-Midnight Navy ,430,700,5,,Nike Air Max 95 Stash, 03/25/2006 ,, 314074-401 ,17
3939, White/University Blue ,4126,7060,6,6434.7,Nike Dunk High Pro SB Supreme Blue Stars, 08/08/2003 ,75, 307385-141 ,23.9
723, Stadium Green/Volt-Black-Team Orange ,755,800,7,941.1,Nike KD 4 Weatherman, 12/10/2011 ,95, 473679-303 ,26.3
200, Wheat/Wheat-Gold ,200,248,8,80,Nike Air Zoom Generation Wheat (All-Star), 02/13/2004 ,110, 308214-771 ,20.3
1800, White/Chlorophyll-Matte Silver ,1629,2562,8,1447.3,Nike Air Max 1 Patta 5th Anniv Green, 09/29/2009 ,110, 366379-100 ,15.8
4115, Black/Black-Cement Grey ,3802,5000,9,13130.8,Nike Dunk SB Low Supreme Black Cement (2002), 09/01/2002 ,65, 304292-131 ,22
4225, Black/Orange ,4550,4888,11,2222.6,Nike Air Force 1 Low VLONE (2017), 02/11/2017 ,250, AA5360-001 ,17.5
1065, Concord/Bright Crimson-Black-C (Nerf) ,1002,1500,11,1100,Nike KD 4 Nerf, 12/17/2011 ,125, 517408-400 ,27.5
2513, Zen Grey/Light Charcoal ,2750,3320,12,1300,Nike Air Yeezy 1 Zen Grey, 04/04/2009 ,250, 366164-002 ,17.5
2043, Black/Black ,2500,3135,12,1288.9,Nike SB Blazer Supreme Black (2006), 04/21/2006 ,180, 313962-001 ,19.2
1813, Multi-Color ,2100,2243,12,270,Nike LeBron X Celebration Pack, 08/10/2013 ,500, 628622-900 ,13.3
817, Black/Black/Dark Grey ,630,701,13,823.6,Nike Flyknit Lunar1+ Supreme Black, 10/03/2013 ,150, 623823-001 ,16.3
487, White/Deep Maroon-Metallic Gold ,400,400,18,124.3,Nike LeBron 7 Christ the King (CTK), 04/01/2010 ,140, 375664-601 ,30.4
4145, Black-Neon Green ,4567,5000,22,,Nike Air Foamposite One ParaNorman, 08/01/2012 ,, 579771-003 ,15
11235, Jetstream/White-Pale Blue ,11500,14900,22,,Nike MAG Back to the Future (2011), 09/08/2011 ,, 417744-001 ,14.3
325, Solar Red/Solar Red-Black-White ,380,400,25,216.7,Nike LeBron 8 V/2 Low Solar Red, 08/01/2011 ,150, 456849-600 ,15.3
4453, Wolf Grey/Pure Platinum ,5500,5625,26,1900,Nike Air Yeezy 2 Pure Platinum, 06/09/2012 ,250, 508214-010 ,16.3
693, Black/White-Blue Lagoon ,625,600,28,-10.3,Nike HyperAdapt 1.0 Black (1st Release Pair Special Box), 12/01/2016 ,720, 843871-001 ,69.1
5314, Black/Black-Solar Red ,5007,5700,30,2175.6,Nike Air Yeezy 2 Solar Red, 06/09/2012 ,250, 508214-006 ,24.6
910, Red/Gold ,875,800,32,312.3,Nike Air Foamposite One Supreme Red, 04/03/2014 ,250, 652792-600 ,8.4
551, Black/Black-Bamboo-Black ,590,449,34,183,Nike Air Presto Acronym Bamboo, 09/15/2016 ,200, 844672-001 ,15.9
422, Multi-Color/Multi-Color ,550,597,42,105,Nike LeBron 15 Performance KITH Rose Gold, 12/30/2017 ,200, AJ3936-900 ,21
307, Sail/String-White-Black ,340,420,43,30.4,Nike LeBron 15 Lifestyle KITH Concrete, 12/30/2017 ,230, AO1068-100 ,26
1155, Black/Gold ,1187,1150,46,347.2,Nike Air Foamposite One Supreme Black, 04/03/2014 ,250, 652792-001 ,25.3
, Black/Varsity Red-Varsity Maize ,,,,,Nike Zoom Soldier 1 Fairfax Away PE, 01/01/2008 ,,,
, Black/Black Anthracite ,,,,,Nike KD 9 Triple Black (GS),,125, 855908-001 ,
, Fire Red/Black ,,,,,Nike Air Max Goadome Supreme Fire Red,,190,,
, Black/Laser Fuchsia-Electro Green-Smoke Grey ,,,,,Nike Adapt Auto Max Black Laser Fuchsia Electro Green (Korea Charger),,400,,
, Sail/Football Grey ,,,,,Nike Dunk High Sail Football Grey (W),,125,,
, White/Dark Sulfur ,,,,,Nike Dunk High White Dark Sulfur (W),,125,,
, Summit White/Black-Summit White ,,,,,Nike Dunked Summit White Black,,110,,
, White/White-Black-White ,,,,,Nike Air Carnivore Comme des Garcons Homme Plus White,,,,
1710, Fire Red/Cement Grey-Black ,2100,2372,46,1656.8,Nike Dunk SB Low Supreme Red Cement (2012), 07/19/2012 ,148, 313170-600 ,14.8
, Black/Limelight-Gum Medium Brown-Limelight ,,,,,Nike Metcon 6 Camo, 08/04/2020 ,125, CK9388-032 ,
, Black/Metallic Silver-Metallic Silver ,,,,,Nike Metcon 6 Black Metallic Silver (W), 08/04/2020 ,125, AT3160-010 ,
, Black/Anthracite-Metallic Silver ,,,,,Nike Metcon 6 Black Metallic Silver, 08/04/2020 ,125, CK9388-001 ,
, Black/Chutney-Gum Medium Brown-Metallic Gold ,,,,,Nike Metcon 6 Cheetah (W), 08/04/2020 ,125, AT3160-096 ,
, University Red/White-Black ,,,,,Nike College Offcourt Georgia, 07/27/2020 ,35, CZ9676-600 ,
, New Orchid/White-University Orange ,,,,,Nike College Offcourt Clemson, 07/27/2020 ,35, CZ9675-500 ,
, Team Crimson/White-Wolf Grey ,,,,,Nike College Offcourt Alabama, 07/27/2020 ,35, CZ9673-600 ,
, Particle Grey/Grey Fog-White-Metallic Silver ,,,,,Nike College Offcourt Michigan State, 07/27/2020 ,35, CZ9677-001 ,
108, Pure Platinum/Volt/Light Smoke Grey/Dark Smoke Grey ,95,109,2,-15.4,Nike Joyride Dual Run Pure Platinum,,130, CD4365-005 ,2.3
167, Black/Black-Pearl White ,203,499,7,,Nike Air Force 1 Low Rosie's Dry Goods, 01/01/2007 ,, 316077-001 ,12
98, Black/Dark Grey-White-Volt ,95,99,10,-2.1,Nike Roshe Two Flyknit Black/Dark Grey-White-Volt,,130, 844833-001 ,27.4
158, Black/Sport Royal-Varsity Red-True White ,165,250,20,42.9,Nike Air Force 180 Barkley OG (2016), 08/21/2016 ,140, 310095-011 ,17.4
155, White/Blue Tint-Blue Lagoon ,180,198,31,,Nike LeBron 13 Christmas, 12/26/2015 ,200, 816278-144 ,23.8
194, Black/Black-Zen Grey-Harbour Blue ,200,200,37,15.4,Nike Air Presto Lighting, 06/20/2015 ,130, 789870-004 ,41.3
335, Forest/Black ,400,400,116,28,Nike Air Foamposite Pro Army Camo, 06/08/2013 ,250, 587547-300 ,15.9
280, Black/Black-Barely Volt-Black ,230,170,94,-3.5,Nike Zoom Double Stacked Black (W), 07/02/2020 ,230, CI0804-001 ,26.3
291, Black/Purple-Orange-University Gold ,345,270,1045,187,Nike SB Dunk Low ACG Terra,,100, BQ6817-008 ,4.8
90, Summit White/Racer Blue-Sail ,96,76,1508,2,Nike Blazer Mid 77 Vintage Racer Blue, 10/08/2019 ,100, BQ6806-103 ,5.4
131, White/Sapphire-Fire Pink-Barely Volt ,110,113,334,2.7,Nike Air Force 1 Shadow White Sapphire Barely Volt (W), 06/01/2020 ,110, CJ1641-100 ,6.9
103, White/Metallic Silver-Max Orange-White ,190,88,763,-41.7,Nike Shox TL White Metallic Silver, 07/25/2019 ,170, AV3595-100 ,5.5
113, Black/Black-Metallic Hematite-Max Orange ,131,100,1017,-32.3,Nike Shox TL Black Metallic Hematite, 05/15/2019 ,170, AV3595-002 ,5.6
249, Pure Platinum/Black/Multi-color ,246,235,87,,Nike Vapormax 2020 Pure Platinum Multicolor, 07/23/2020 ,, CJ6740-001 ,7.5
184, Spruce Aura/White-Pistachio ,234,169,214,71.8,Nike Air Force 1 Shadow Spruce Aura White (W),,110, CW2655-001 ,12.9
115, White/Sail-Black ,100,80,331,17,Nike Blazer Mid 77 White Black (W), 04/01/2020 ,100, CZ1055-100 ,9.1
167, White/Multi-Color-White ,200,125,1368,15,Nike Air Force 1 Low Be True (2020), 06/22/2020 ,120, CV0258-100 ,19.3
168, Black/Laser Fuchsia-White ,230,170,4368,13.3,Nike Waffle Racer Off-White Black (W), 12/12/2019 ,150, CD8180-001 ,6.1
149, White/University Red-Midnight Navy ,140,136,416,33.6,Nike Air Force 1 Low Euro Tour (2020),,110, CW7577-100 ,3.4
184, Total Orange/Black ,200,129,2661,27.1,Nike Air Max 90 Duck Camo Orange, 06/26/2020 ,140, CW4039-800 ,7.4
503, Black/Black ,476,445,4657,38.6,Nike Air Fear of God 1 Triple Black, 04/25/2020 ,350, AR4237-005 ,2.4
164, Black/Dark Grey-Black-White ,155,138,49,17.5,Nike SB Dunk Mid ISO Orange Label Black Dark Grey, 02/01/2020 ,120, CV4283-001 ,9
755, Sail/Multi-Color ,850,642,419,15.1,Nike ISPA Road Warrior Sail, 07/17/2020 ,500, CI0983-100 ,5.6
247, Blue/Pink ,420,142,2251,,Nike Air Max 1 Chinese New Year Longevity (2020), 01/18/2020 ,160, CU8861-460 ,16.9
158, White/White-Summit White-White Onyx ,160,154,588,33.3,Nike Air Force 1 Low '07 LX Bling (W), 07/11/2020 ,120, CZ8101-100 ,4.7
159, White/White-Multi-Color ,147,147,3333,30,Nike Air Force 1 LX Reveal (W), 04/25/2020 ,110, CJ1650-100 ,10.4
164, White/White-Black-White ,161,137,455,25.5,Nike Air Force 1 Low Drew League (2020), 07/23/2020 ,110, CZ4272-100 ,12.2
208, Blue Fury/Deep Royal-Blue Fury ,257,194,3878,125,Nike SB Dunk Low Pro Blue Fury, 04/01/2020 ,100, BQ6817-400 ,4.4
136, Summit White/Washed Coral-Summit White-Pink Quartz ,145,124,1799,40.9,Nike Air Force 1 Shadow White Coral Pink (W), 06/01/2020 ,110, CJ1641-101 ,4.1
166, Black/Anthracite-White-Metallic Silver ,250,156,5494,-6.8,Nike Air VaporMax Flyknit 3.0 Triple Black, 03/23/2019 ,190, AJ6900-004 ,12.4
196, Wolf Grey/Black-Volt-Dark Smoke Grey ,200,154,1075,33.8,Nike Space Hippie 01 Grey Volt, 07/16/2020 ,130, CQ3986-002 ,8.5
280, University Orange/Marine-Marine ,311,261,2395,186,Nike Dunk Low SP Champ Colors University Orange Marine (2020), 06/24/2020 ,100, CU1727-800 ,2.3
1632, Multi-Color/Multi-Color ,2350,1400,3767,1540,Nike SB Dunk Low Ben & Jerry's Chunky Dunky, 05/26/2020 ,100, CU3244-100 ,3.1
165, White/Metallic Gold-University Red-Midnight Navy ,195,143,5170,3.3,Nike Air More Uptempo Olympic (2020), 03/17/2020 ,160, 414962-104 ,4.2
58, Bright Cactus/White-Bright Cactus ,52,50,91,47.4,Nike Benassi Stussy Volt, 07/30/2020 ,35, CW2787-300 ,7.3
359, White/University Red ,407,305,3024,271,Nike Dunk Low University Red (2020), 07/01/2020 ,100, CU1727-100 ,3.2
293, Wolf Grey/Black-Volt-Dark Smoke Grey ,291,225,1230,39.4,Nike Space Hippie 03 Grey Volt, 07/16/2020 ,180, CQ3989-002 ,9.4
181, Black/Black-Dark Grey ,220,173,6587,-1.6,Nike Air VaporMax Plus Triple Black, 01/25/2018 ,190, 924453-004 ,7.2
159, Black/White/Multi Color ,300,134,3246,20.8,Nike Air Max 90 Supernova (2020), 06/20/2020 ,120, CW6018-001 ,8.9
161, White/White-Multi-Color ,162,155,4258,42.7,Nike Air Force 1 LX Tear Away White (W), 04/25/2020 ,110, CJ1650-101 ,5.3
178, White/Black-Multi-Color ,341,152,2747,23.1,Nike Air Force 1 Low South Korea (2020), 06/24/2020 ,130, CW3919-100 ,9.2
58, Habanero Red/White-Habanero Red ,47,50,157,48.6,Nike Benassi Stussy Habanero Red, 07/30/2020 ,35, CW2787-600 ,5.2
244, Black/White-Volt ,250,200,257,,Nike Air Kukini Spiridon Cage 2 Stussy Black, 07/24/2020 ,, CJ9918-001 ,7.2
1431, Electric Green/Game Royal-Black ,2100,1200,1003,1131.8,Nike SB Dunk Low Grateful Dead Bears Green, 07/24/2020 ,110, CJ5378-300 ,8.7
65, Off Noir/White-Off Noir ,80,57,287,85.7,Nike Benassi Stussy Off Noir, 07/30/2020 ,35, CW2787-001 ,10.6
261, White/Magma Orange-Neutral Grey-Black ,315,220,369,141.4,Nike Air Max 1 Anniversary Orange (2020), 07/30/2020 ,140, DC1454-101 ,10.4
90, White/White ,90,80,27880,4.4,Nike Air Force 1 Low White '07,,90, 315122-111 ,7.7
268, White/Evergreen Aura-Neutral Grey-Black ,365,241,404,125,Nike Air Max 1 Anniversary Green (2020), 07/30/2020 ,140, DC1454-100 ,9.2
1201, Yellow/Electric Green-Black-Gum Medium Brown ,1586,905,1313,850.9,Nike SB Dunk Low Grateful Dead Bears Opti Yellow, 07/24/2020 ,110, CJ5378-700 ,7.6
275, White/Black-University Red ,375,220,658,,Nike Air Kukini Spiridon Cage 2 Stussy White, 07/24/2020 ,, CJ9918-100 ,8.2
, White/Black-Pine Green ,,,,,Nike Air 3 Garnett Celtics, 01/01/2010 ,140, 375467-102 ,
, Dark Stucco/Oatmeal-Mushroom ,,,,,Nike Air Force 1 High Dark Stucco Mushroom, 09/15/2017 ,100, 315121-048 ,
, Black/Laser Fuchsia-Electro Green-Smoke Grey ,,,,,Nike Adapt Auto Max Black Laser Fuchsia Electro Green (China Charger),,400,,
, Summit White/Game Royal-Summit White ,,,,,Nike Dunked Summit White Game Royal,,110,,
, White/Multi-Color-Black-Flash Crimson ,,,,,Nike Air Zoom Pegasus 37 White Multi-Color Crimson, 08/07/2020 ,120, CZ7864-100 ,
, Summit White/Gym Red-Photon Dust-Sail ,,,,,Nike Dunked Summit White Gym Red,,110,,
, Dark Cinder/Bright Crimson ,,,,,Nike Carico Mid Leather Dark Cinder Bright Crimson (W),,90, 530910-260 ,
, White/Sail-Pure Platinum-Smoke Grey ,,,,,Nike Air Max 95 Footprint White,,180, DA4301-100 ,
, Sail/Team Red ,,,,,Nike Dunk High Sail Team Red (W),,125,,
, White/Varsity Red-Varsity Maize ,,,,,Nike Zoom Soldier 1 Fairfax Home PE, 01/01/2008 ,,,
, Black/Volt-White ,,,,,Nike LeBron 17 Constellations (TD), 08/15/2020 ,65, BQ5596-407 ,
, Burgundy Crush/Diffused Taupe-Metallic Mahogany ,,,,,Nike Air Max 97 Burgundy Crush (W), 11/15/2018 ,170, AV8198-600 ,
, Photon Dust/Summit White-Summit White ,,,,,Nike Dunked Photon Dust Summit White,,110,,
, Black/Chutney-Gum Medium Brown-Metallic Gold ,,,,,Nike Metcon 6 Flyease Cheetah (W), 08/31/2020 ,,,
176, Muslin/Black-Muslin ,225,175,3018,117,Nike SB Dunk Low Pro Hennessy, 04/01/2020 ,100, BQ6817-100 ,8.5
295, Court Purple/White-Amarillo ,350,165,4238,-10,Nike LeBron 7 Media Day, 05/16/2020 ,200, CW2300-500 ,40.2
442, Black/Electric Green ,355,329,1575,40.4,Nike Air Zoom Alphafly Next% Black Electric Green, 02/29/2020 ,250, CI9925-400 ,8.7
128, White/Pure Platinum-Pure Platinum-White ,130,106,1724,34.5,Nike Air Force 1 Flyknit 2 White Pure Platinum, 05/01/2019 ,110, AV3042-100 ,12.4
350, Fossil/Black-Fossil ,1197,296,7484,175,Nike Air Zoom Spiridon Cage 2 Stussy Fossil, 04/03/2020 ,160, CQ5486-200 ,44
209, Black/Pink Foam-Gunsmoke-Grey Fog ,180,145,2026,-13.9,Nike Air Max 95 Gunsmoke Pink Foam, 03/06/2020 ,180, CJ0588-001 ,17.6
179, White/Light Bone-Sail-Rush Coral ,235,188,6091,79.2,Nike Air Force 1 React White Light Bone, 05/08/2020 ,120, CQ8879-100 ,10.5
87, Electric Green/Black-Sail ,125,74,919,-33.1,Nike Zoom Vomero 5 Electric Green Black, 04/17/2019 ,160, CI1694-300 ,12.4
98, White/White ,75,80,6499,-6.7,Nike Air Force 1 Low White 2018 (W), 01/01/2018 ,90, 315115-112 ,8.2
106, White/White-White ,102,87,730,-2.2,Air Force 1 Low White Irisdescent (W), 05/28/2020 ,90, CJ1646-100 ,6
248, Pure Platinum/Black/Multi-color ,250,199,122,,Nike Vapormax 2020 Pure Platinum Multicolor (W), 07/23/2020 ,, CJ6741-001 ,7.6
139, White/Wolf Grey-Black ,160,149,6571,,Nike Air Max 97 Triple White Wolf Grey, 08/01/2017 ,160, 921826-101 ,6.4
183, University Red/University Red-University Red ,350,176,1375,30,Nike Air VaporMax Plus Triple Red, 02/14/2020 ,200, CW6973-600 ,10.8
140, White/Black ,145,105,493,18.2,Nike Air Force 1 Low NY vs. NY White Black,,110, CW7297-100 ,4.9
90, White/Black ,110,83,3056,10,Nike Air Force 1 Low White Black (2020), 01/01/2020 ,90, CJ0952-100 ,12.9
216, Black/Bright Crimson-Metallic Silver-Black ,205,195,56,42.9,Nike Metcon 6 Mat Fraser, 07/28/2020 ,140, CW6882-006 ,12.2
117, Summit White/Black-Sail ,145,108,571,14,Nike Blazer Mid 77 Sketch White Black,,100, CW7580-101 ,11.9
248, White/Regency Purple-Laser Orange ,331,260,1965,160,Nike SB Dunk Low Laser Orange, 04/10/2020 ,100, BQ6817-800 ,5.5
165, Summit White/Hyper Crimson-Vast Grey-White ,149,120,1306,20.8,Nike Space Hippie 04 Summit White Hyper Crimson (W), 07/03/2020 ,130, CD3476-100 ,6
119, White/White-White ,113,109,1723,8.2,Nike Air Force 1 Shadow Triple White (W), 10/03/2019 ,110, CI0919-100 ,5
163, White/White-Pure Platinum ,250,170,4388,-11.1,Nike Air VaporMax Plus White, 02/28/2018 ,190, 924453-100 ,27.5
208, Black/Anthracite-Black ,193,191,67,19.4,Nike ISPA Overreact Sandal Black, 07/31/2020 ,160, CQ2230-001 ,4.6
220, Digital Pink/Hyper Pink-Pink Blast-Hyper Pink ,220,190,1999,-2,Nike Air VaporMax Flyknit 3 Triple Pink (W), 04/01/2020 ,200, CT1274-600 ,11.8
163, White/Black-Barely Volt-Total Orange ,180,139,242,41.7,Nike PG 4 Gatorade White,,120, CD5086-100/CD5078-100 ,8.5
269, University Red/White-University Red ,235,210,63,22.2,Nike LeBron 17 Graffiti Remix Red, 07/28/2020 ,225, CT6047-600/CT6052-600 ,13.5
153, University Red/Black-White ,218,158,878,-11.6,Nike Air VaporMax Plus University Red Black, 11/10/2019 ,190, CU4863-600 ,15.8
128, Black/Black-Gum Light Brown ,100,74,941,-70.4,Nike LeBron Icon John Elliott Black, 05/25/2019 ,250, AQ0114-001 ,12.9
226, White/Bronze-Team Red-Wolf Grey ,216,127,1054,-30,Nike LeBron 7 MVP (2020), 06/26/2020 ,200, CZ8915-100 ,18.1
151, White/White-Pure Platinum-Metallic Silver ,155,153,1621,-15.3,Nike Air VaporMax Flyknit 3 White Pure Platinum, 03/04/2019 ,190, AJ6900-102 ,5.7
111, Black/Voltage Green-Summit White ,95,78,243,-41.3,Nike Air Max 95 Antifreeze (2019), 09/23/2019 ,160, AT9865-004 ,12.1
210, Black/Red-Volt ,195,149,317,,Nike ISPA Overreact Black Red Volt, 07/09/2020 ,, CD9664-001 ,17.7
131, Black/University Gold-Lucid Green ,130,119,423,15,Nike Air Max 97 Sunburst, 08/31/2019 ,160, CK9399-001 ,9.8
167, University Red/Black ,180,100,605,41.2,Nike SB Zoom Blazer Mid Kevin and Hell, 05/30/2020 ,85, CD2569-600 ,13.7
98, White/Hot Lava-Flat Silver ,78,78,713,-62,Nike LeBron 16 White Hot Lava, 05/24/2019 ,200, CI1521-100 ,19.8
423, Pure Platinum/Particle Grey ,475,350,768,1.8,Nike Adapt Auto Max Infrared (US Charger), 05/20/2020 ,400, CZ0232-002/CI5018-002 ,13.7
148, Black/Black-Black ,160,139,1037,3.3,Nike Air Max Plus Triple Black, 12/20/2017 ,150, 604133-050 ,8.9
130, Black/White ,125,96,1104,-50.5,Nike LeBron 17 Black White, 10/03/2019 ,200, BQ3177-002 ,8.3
629, Desert Ore/Desert Ore-Hyper Jade-Bright Mango ,1000,535,2459,366.8,Nike Air Max 90 OFF-WHITE Desert Ore, 02/07/2019 ,160, AA7293-200 ,11
133, White/White-Game Royal ,188,119,2915,82.4,Nike Air Force 1 Low Uninterrupted More Than an Athlete, 10/10/2019 ,130, CQ0494-100 ,15.2
440, Pine Green/Clay Orange-Del Sol-Bright Magenta ,553,480,6000,153.1,Nike LD Waffle sacai Pine Green, 09/12/2019 ,160, BV0073-301 ,14.2
188, Fresh Water/Tour Yellow-Midnight Navy-White ,165,149,162,27,Nike Air Presto Australia Olympic (2020), 07/17/2020 ,140, CJ1229-301 ,7.2
106, Total Orange/Dynamic Yellow-Black ,190,89,1062,8.3,Nike Zoom Freak 1 What The, 01/10/2020 ,120, CT8476-800 ,22.9
118, Black/Red Orbit-White-Green Abyss ,102,67,1554,-51.3,Nike React Element 87 Red Orbit, 12/19/2019 ,160, CJ6897-061 ,15.5
164, Jade Aura/Pistachio Frost-Ghost Green-White ,220,107,217,-47,Nike Air VaporMax Flyknit 3 Jade Aura (W),,200, AJ6910-300 ,32.4
116, Sail/Black-Team Orange-White ,109,92,540,-32.5,Nike Air Max 97 Newspaper, 09/16/2019 ,160, 921826-108 ,39.2
147, Wolf Grey/Volt-Black-Dark Smoke Grey ,131,110,747,-11.5,Nike Space Hippie 04 Grey Volt (W), 06/11/2020 ,130, CD3476-001 ,8.2
135, Black/White-Anthracite ,160,103,1434,,Nike Air Max 97 Black White Anthricite, 06/10/2019 ,160, 921826-015 ,17.2
236, Battle Blue/White-University Blue ,335,180,941,175,Nike SB Zoom Blazer AC Kevin and Hell, 05/30/2020 ,80, CT4594-400 ,10.6
76, White/White ,71,71,3474,,Nike Air Force 1 Low White 2014 (GS), 01/01/2014 ,75, 314192-117 ,2.1
122, Summit White/Black-Barely Volt-Crimson Tint ,105,108,77,5.5,Nike Air Force 1 Shadow Summit White Barely Volt Crimson Tint (W),,110, CI0919-107 ,8.2
117, White/Black-White ,110,115,2327,-6.7,Nike Air Max 270 White Black, 03/20/2018 ,150, AH8050-100 ,11.3
175, Black/White-Black-Laser Fuchsia ,180,156,3705,,Nike Vapor Street Off-White Black Laser Fuchsia (W), 11/14/2019 ,190, CD8178-001 ,6.7
383, Mystic Navy/Mystic Navy-Gum Light Brown-Sail ,395,344,29,248.2,Nike SB Dunk Low Sashiko, 08/01/2020 ,110, CV0316-400 ,17.3
136, Plum Chalk/Summit White-Stone Mauve ,126,130,634,-6.7,Nike Air Max 270 React Plum Chalk Stone Mauve (W), 01/20/2020 ,150, CI3899-500 ,3.2
240, White/University Red-Black ,206,175,1068,12.5,Nike LeBron 17 Graffiti, 06/25/2020 ,200, CT6047-100/CT6052-100 ,7.4
192, Black/White-Metallic Silver-Anthracite ,170,174,1180,-0.5,Nike Air VaporMax Flyknit 3 Triple Black (W), 01/01/2019 ,190, AJ6910-002 ,9.2
93, Black/Black-White ,108,77,1916,50,Nike Air Huarache Black Black White, 12/21/2013 ,110, 318429-003 ,14.1
121, University Red/University Red ,153,118,2031,18.2,Nike Air Force 1 Low Triple Red, 02/01/2020 ,110, CW6999-600 ,11.5
176, White/Metallic Gold-Black-Red Orbit ,140,134,2303,12.3,Nike Air Presto South Korea, 05/15/2020 ,130, CJ1229-100 ,4.5
126, White/Black-Team Orange ,150,129,1068,39.1,Nike Air Force 1 Low Rucker Park (2020),,110, CT2585-100 ,7.9
153, White/White ,135,130,2751,12.1,Nike Air Force 1 Type White, 01/01/2020 ,140, CQ2344-101/CT2584-100 ,14.3
89, White/Sail-Worn Brick ,90,78,529,-12,Nike Blazer Mid 77 Brick Red, 02/13/2020 ,100, BQ6806-102 ,16.3
199, Wolf Grey/Black-Volt-Dark Smoke Grey ,171,159,543,12.7,Nike Space Hippie 02 Grey Volt, 07/16/2020 ,150, CQ3988-002 ,9.9
116, Black/Cool Grey-Blue Chill-Solar Red ,120,81,2414,-47.5,Nike React Element 87 Blue Chill Solar Red, 10/11/2018 ,160, AQ1090-006 ,17.9
146, Black/White-Metallic Silver ,160,137,2673,-17.9,Nike Air VaporMax Flyknit 3 Oreo, 05/02/2019 ,190, AJ6900-002 ,13.1
155, Illusion Green/Sunset Pulse-Black-White ,145,140,3375,9.2,Nike Air Max 90 LX 90s Dancefloor Green (W), 01/25/2020 ,130, CW3499-300 ,4.7
151, Vivid Sky/Black-Electric Green ,180,168,4797,29.3,Nike Waffle Racer Off-White Vivid Sky (W), 12/12/2019 ,150, CD8180-400 ,10.7
210, White/Black-University Red ,181,170,380,11.9,Nike Air More Uptempo Scottie Pippen,  ,160, 414962-105 ,8.4
128, White/Black-White ,140,130,1493,30,Nike Air Force 1 Low Sketch White Black,,100, CW7581-101 ,7.1
128, Black/Black-Black ,130,130,2422,-28.9,Nike Air VaporMax 2019 Triple Black, 01/10/2019 ,190, AR6631-004 ,6.4
179, White/Black ,184,140,775,,Nike Air Max 1 Daisy,,, CW6031-100 ,15.1
127, White/Black-University Red ,130,103,1515,-1.2,Nike Air Force 1 React White Black Red, 01/17/2020 ,120, CD4366-100 ,16.9
162, Black/Court Purple-Hyper Violet ,230,147,2820,-23.9,Nike Air Foamposite Pro Purple Camo, 08/17/2019 ,230, 624041-012 ,9.9
83, Black/Black ,82,80,3187,-3.3,Nike Air Force 1 '07 Black/Black, 09/22/2017 ,90, 315122-001 ,8.2
91, White/Pink Foam ,80,77,336,6.3,Nike Air Force 1 Low White Pink Foam (GS), 01/01/2020 ,80, CV7663-100 ,4.5
153, White/Sail-Platinum Tint ,205,182,1051,74.1,Nike Air Force 1 Low Sail Platinum Tint, 05/01/2020 ,110, CW7584-100 ,5.6
123, Hyper Turquoise/Pink Blast-Black ,225,128,1257,-16.9,Nike Air Max 97 South Beach Alternate, 10/01/2019 ,160, CU4877-300 ,18
191, Polarized Blue/Tour Yellow-Sail ,200,182,3880,-17.9,Nike Vapor Street Off-White Polarized Blue (W), 11/14/2019 ,190, CD8178-400 ,18.9
194, Tour Yellow/Black-Light Bone ,225,179,4269,14.2,Nike Vapor Street Off-White Tour Yellow (W), 11/14/2019 ,190, CD8178-700 ,8.7
226, Sail/Multi-Color-Barely Orange ,230,167,690,,Nike ISPA Overreact Sail Multi, 07/09/2020 ,, CD9664-100 ,6.2
98, White/Black-Metallic Gold-Varsity Crimson ,80,78,275,-60.5,Nike LeBron 16 Remix, 04/30/2019 ,200, CD2451-101 ,12
142, Black/Metallic Silver-Black-Sport Red ,150,114,384,41.9,Nike SB Nyjah Free 2 Spiridon, 06/25/2020 ,105, BV2078-002 ,7.7
134, White/Gym Red ,147,123,1278,57.8,Nike Air Force 1 Low White Gym Red, 01/01/2019 ,90, AO2423-102 ,12.4
265, Pink/White-Black-Sail ,297,228,1414,31.3,Nike ZoomX VaporFly Next% Pink,,250, AO4568-600 ,7.7
200, White/Black-University Red ,251,193,1612,-2.6,Nike Air Foamposite Pro White Black University Red, 03/05/2020 ,230, 624041-103 ,7.9
367, Vast Grey/Hyper Crimson-White-Ice Blue ,457,280,1645,144.4,Nike Space Hippie 03 Vast Grey Hyper Crimson, 07/03/2020 ,180, CQ3989-001 ,13.9
191, University Red/University Red ,190,142,1689,22,Nike LeBron 17 Red Carpet, 11/15/2019 ,200, BQ3177-600/BQ3178-600 ,19.1
